Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Payment_of_Min_Amount_NM,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments,Credit_Score
-1.139268,-0.313304,-0.239352,-0.525609,-1.706584,-1.322459,-1.043098,-0.882197,-1.690320,-0.296543,-1.311085,2,-0.779331,0.471239,1.414931,-0.720413,-0.455163,0.244955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.275087,-0.519125,-0.945102,-1.096807,2,-0.522809,-0.061837,-0.020555,-0.273236,-0.236430,0.146392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.275087,-0.226326,-1.093175,-1.096807,2,-0.522809,1.288330,-0.010517,-0.273236,-0.742841,0.630789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.342544,-0.811924,-1.389321,-1.096807,2,-0.522809,0.463469,-0.000478,-0.273236,-0.742899,0.679161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.275087,0.066473,-0.945102,-1.096807,2,-0.522809,0.016940,0.009560,-0.273236,-0.302331,0.215716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.275087,-0.372726,-0.945102,-1.096807,2,-0.522809,1.472805,0.019599,-0.273236,-0.179056,0.086038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,0.062197,-0.372726,-0.945102,-1.096807,2,-0.522809,-0.089359,0.029637,-0.273236,-0.302331,-1.217280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.275087,-0.372726,-0.945102,-1.096807,2,-0.522809,1.352228,0.039675,-0.273236,-0.820327,0.712299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1.268040,-0.056641,0.031849,1.019732,-1.222954,-1.322459,0.185908,-0.275087,-0.372726,-0.945102,-0.668252,2,-0.522809,-0.233353,0.049714,-0.273236,0.494872,-0.477953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.342544,0.652070,-0.146990,-0.882529,2,-0.974797,0.022969,0.451248,0.024998,-0.657608,0.364952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.652070,-0.887354,-0.882529,2,-0.974797,0.507034,0.461286,0.024998,1.152634,-1.346050,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.652070,-0.146990,-0.882529,2,-0.974797,-0.367834,0.471325,0.024998,-0.663118,0.419058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.652070,-0.146990,-0.882529,2,-0.974797,-0.407320,0.481363,0.024998,-0.764426,0.429006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.652070,-0.146990,-0.882529,2,-0.974797,1.474207,0.491401,0.024998,2.812814,-0.521375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.652070,0.741448,-0.882529,2,-0.974797,-1.535785,0.501440,0.024998,-0.563423,0.217565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.944869,-0.146990,-0.668252,2,-0.974797,0.912238,0.511478,0.024998,-0.603822,0.308373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
-0.954090,-0.086158,0.010717,0.247062,-1.222954,-1.207659,0.185908,-0.207630,0.652070,-0.146990,-0.668252,2,-0.974797,-1.749881,0.521517,0.024998,-0.603822,0.340780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.421851,4.604854,-0.811837,-0.882529,2,0.053805,-1.278468,1.565506,-0.151201,-0.385714,-0.447535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.354395,-2.129518,-0.811837,-0.882529,2,0.053805,-1.480335,1.575544,-0.151201,-0.634742,-0.461883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.421851,-1.836719,-0.811837,-0.882529,2,0.053805,-1.551944,1.585583,-0.151201,-0.853817,-0.279742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.421851,-1.397521,-0.811837,-0.882529,2,0.053805,-0.940727,1.595621,3.269254,-0.385714,-0.530601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.421851,-1.836719,-0.959910,-0.882529,2,0.053805,0.707742,1.595621,-0.151201,-0.456560,-0.552696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.759135,-1.836719,-0.811837,-0.882529,2,0.053805,-0.684617,1.615698,-0.151201,-0.068753,-0.864021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.421851,-1.836719,-0.959910,-0.882529,2,0.053805,0.565810,1.625736,-0.151201,-0.365723,-0.599940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
0.805096,-0.529294,-0.582017,-0.139274,-1.222954,-1.207659,0.185908,-1.421851,-1.836719,-0.515691,-0.882529,2,0.053805,0.521780,1.635774,-0.151201,0.316392,-1.269165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,0.804221,1.823265,0.947269,-0.025419,0,1.610650,0.374701,-2.208917,-0.153276,-0.156550,-0.474240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,0.804221,1.530467,1.835706,-0.025419,0,1.610650,-0.187187,-2.198879,-0.153276,-0.585607,-0.167833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,1.074048,1.530467,0.947269,-0.025419,0,1.610650,-1.253176,-2.188841,-0.153276,2.812814,-0.909939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,0.804221,1.530467,0.947269,-0.025419,0,1.610650,0.747718,-2.178802,-0.153276,0.184823,-0.833339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,0.939134,1.676866,0.947269,-0.025419,0,1.610650,0.986904,-2.168764,-0.153276,0.787920,-1.467753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,0.804221,1.969665,0.947269,-0.025419,0,1.610650,1.346485,-2.158726,-0.153276,-0.687398,-0.157378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,1.141505,1.530467,0.947269,-0.025419,0,1.610650,-0.645121,-2.148687,-0.153276,-0.156550,-0.007148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.583735,-0.449144,-0.390444,1.792403,-0.255695,0.399538,1.414914,0.736764,1.530467,0.947269,-0.025419,0,1.610650,-1.856476,-2.138649,-0.153276,-0.531651,-0.224592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,0.798470,-2.064533,0.188859,0,0.676482,-1.535358,-0.130977,-0.669999,-0.550814,-0.720881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,0.944869,-0.139586,0.188859,0,0.676482,0.225989,-0.090823,-0.669999,-0.840029,-0.464959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,1.384067,-1.028023,0.188859,0,0.676482,0.709253,-0.110900,-0.669999,-0.886968,-0.415582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.804221,0.944869,-1.028023,0.188859,0,0.676482,-0.145134,-0.100862,-0.669999,-0.499798,-0.774547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,0.944869,-1.028023,0.188859,0,0.676482,-1.437659,-0.090823,-0.669999,-0.453450,-0.823302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,1.091268,-1.028023,0.188859,0,0.676482,0.346943,-0.080785,-0.669999,-0.929827,-0.515429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,0.944869,-1.028023,0.188859,0,0.676482,-0.844236,-0.070747,-0.669999,-0.897008,-0.501641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.990274,-1.117757,-1.033405,0.633397,1.678823,1.432735,1.005245,0.939134,0.944869,-1.028023,0.188859,0,0.676482,0.775416,-0.060708,-0.669999,-0.692376,-0.668589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,0.066473,-0.083318,-0.453974,1,-1.167721,0.942680,-0.913969,1.060561,2.338663,-1.474185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,0.066473,-0.083318,-0.453974,1,-1.167721,1.367209,-0.903931,1.060561,-0.207855,1.011327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,-0.226326,-0.083318,-0.453974,1,-1.167721,1.604870,-0.893892,1.060561,-0.214858,1.018693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,0.505671,-0.083318,-0.453974,1,-1.167721,-0.687412,-0.883854,1.060561,-0.353123,1.212448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,-0.372726,0.805119,-0.453974,1,-1.167721,0.098034,-0.873816,1.060561,0.022511,0.817309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,0.066473,0.953192,-0.453974,1,-1.167721,-0.257250,-0.863777,1.060561,-0.546584,1.415956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,-0.226326,-0.083318,-0.453974,1,-1.167721,-0.175421,-0.853739,1.060561,-0.159909,0.960890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
-1.324445,1.223315,1.197255,-0.139274,0.711564,-0.978059,0.185908,-0.140173,0.066473,-0.083318,-0.453974,1,-1.167721,-1.245684,-0.843700,1.060561,0.632549,0.320524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.534394,0.798470,-0.071472,1.045970,0,0.783051,-0.040358,-0.994276,0.854606,-0.570209,0.848976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.871678,0.798470,-0.071472,1.045970,0,0.783051,-0.304420,-0.984237,0.854606,0.526962,-0.160237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.736764,1.237668,-0.071472,1.045970,0,0.783051,0.379610,-0.974199,0.854606,-0.416292,0.638755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.534394,0.944869,-0.071472,1.045970,0,0.783051,-0.973153,-0.964161,0.854606,1.068143,-0.681210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.736764,0.944869,-0.071472,1.045970,0,0.783051,-1.259732,-0.954122,0.854606,1.172529,-0.839327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.736764,0.652070,-0.071472,1.045970,0,0.783051,0.926757,-0.944084,0.854606,1.350114,-0.977824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.736764,1.237668,-0.071472,1.045970,0,0.783051,-0.835615,-0.934046,0.854606,0.198684,0.185087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.028203,0.657576,0.728624,1.792403,0.227935,0.169938,1.005245,0.736764,1.091268,-0.071472,1.045970,0,0.783051,-1.729671,-0.924007,0.854606,1.337092,-1.012435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.005260,0.652070,-0.099606,0.188859,1,-0.731944,-0.657099,-0.803547,-0.197151,-0.753879,-0.120256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.005260,0.798470,-0.099606,0.188859,1,-0.731944,-1.494386,-0.793509,-0.197151,-0.735366,-0.091419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,0.332024,0.798470,-0.099606,0.188859,1,-0.731944,-0.275808,-0.783470,-0.197151,0.560675,-1.261519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.005260,0.798470,-0.395752,0.188859,1,-0.731944,-0.891745,-0.773432,-0.197151,-0.800464,-0.022941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.005260,0.798470,-1.136116,0.188859,1,-0.731944,-1.388714,-0.763394,-0.197151,-0.771579,-0.053326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.005260,0.798470,-0.099606,1.260247,1,-0.731944,-0.109840,-0.753355,-0.197151,-0.407521,-0.387978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.005260,1.091268,-0.099606,1.260247,1,-0.731944,1.564173,-0.743317,-0.197151,-0.185040,-0.622012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-0.491146,-0.366568,-0.429932,-0.525609,-0.255695,-0.748460,0.185908,-0.140173,0.798470,-0.395752,1.260247,1,-0.731944,0.781242,-0.733278,-0.197151,-0.669888,-0.063677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.197110,0.359271,0.642239,-0.453974,1,-0.888234,0.933466,-1.345618,-0.737375,-0.830060,0.176466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.197110,-0.079927,0.642239,-0.453974,1,-0.888234,-1.588797,-1.335580,-0.737375,-0.633610,0.066436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.062197,-0.079927,0.642239,-0.453974,1,-0.888234,-1.448583,-1.325542,-0.737375,-0.202629,-0.386925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.197110,-0.079927,0.642239,-0.453974,1,-0.888234,-0.768323,-1.315503,-0.737375,-0.623869,0.007879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.197110,-0.079927,1.086457,-0.453974,1,-0.888234,-1.234721,-1.305465,-0.737375,-0.746920,0.089008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,-0.005260,-0.372726,0.642239,-0.239696,1,-0.888234,-0.655685,-1.315503,-0.737375,0.378344,-0.853136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.129654,-0.079927,0.642239,-0.239696,1,-0.888234,0.886027,-1.285388,-0.737375,-0.839617,0.234830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.417034,-0.515999,-0.514623,-0.139274,-0.739324,-1.092859,-1.043098,0.129654,0.359271,0.642239,-0.239696,1,-0.888234,-1.185071,-1.275350,-0.737375,-0.758077,0.100745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.084568,-0.226326,-1.325650,-0.453974,2,-0.863570,1.771131,0.320749,2.656394,0.357072,2.615727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.219481,-0.226326,-1.325650,-0.453974,2,-0.863570,1.017934,0.330788,2.656394,1.780259,2.615727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.084568,-0.079927,-1.325650,-0.453974,2,-0.863570,-0.384867,0.340826,2.656394,2.812814,2.615727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.084568,-0.079927,-1.325650,-0.453974,2,-0.863570,1.611116,0.355884,2.656394,0.006208,2.984810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.152024,-0.372726,-1.325650,-0.453974,2,-0.863570,-0.125677,0.355884,2.656394,2.747035,0.343211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.084568,-0.372726,-1.325650,-0.453974,2,-0.863570,0.339889,0.370941,2.656394,1.780259,1.166947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.084568,0.066473,-1.029504,-0.453974,2,-0.863570,-1.379553,0.380979,2.656394,2.812814,2.615727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
-1.139268,3.290572,3.283940,-1.298280,0.227935,-0.978059,0.185908,-1.286938,-0.372726,-1.325650,-0.453974,2,-0.863570,1.354326,0.391018,2.656394,-0.286399,3.251346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.342544,0.944869,0.027736,0.403137,1,-0.832942,0.845384,-1.365695,-0.113746,0.094366,-0.890133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.944869,0.027736,0.403137,1,-0.832942,0.519960,-1.355657,-0.113746,-0.790712,-0.152337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.944869,0.027736,0.403137,1,-0.832942,-0.476434,-1.345618,-0.113746,-0.372452,-0.544006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.944869,0.027736,0.403137,1,-0.832942,-0.844278,-1.335580,-0.113746,-0.027720,-0.858328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.944869,0.027736,0.403137,1,-0.832942,0.734323,-1.325542,-0.113746,-0.307514,-0.612316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.652070,0.027736,0.403137,1,-0.832942,0.314411,-1.315503,-0.113746,-0.663962,-0.189048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.944869,0.027736,0.403137,1,-0.832942,-0.654768,-1.305465,-0.113746,-0.304672,-0.566995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
-1.787389,-0.479999,-0.472305,0.247062,-0.739324,-0.289261,1.414914,-0.140173,0.944869,0.027736,0.403137,1,-0.832942,0.678094,-1.295427,-0.113746,-0.744482,-0.200968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-0.954090,2.629449,2.546898,-0.139274,-0.255695,-1.437258,-0.633430,-0.477457,-1.543921,-1.115386,-1.096807,2,-1.047797,0.900158,0.360903,0.348135,2.812814,-1.932041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
-0.954090,2.629449,2.546898,-0.139274,-0.255695,-1.437258,-0.633430,-0.477457,-1.543921,-1.115386,-1.096807,2,-1.047797,-1.307411,0.370941,0.348135,2.812814,-0.547923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
